Sample,GHC-856,GHC-857,GHC-858,GHC-859,88CS-GP1,GHC-843,GHC-844,1094-3,1094-5,1094-7,1094-8,1094-11,1094-14,1094-16,1094-22,1094-31,1094-36,1094-38,1094-42,GHC-898,1094-15,1094-18,1094-21,1094-26,1094-34,1094-43,1094-31,1094-31a,1094-31b,1094-45a,1094-45b,05CQR2,06DSN69,04DSN62,04DR06,04MSH7,NUN04,05DSN22,05SL10,07KW7,07DR7,ST-10,ST-9B,ST-7,ST-11,ST-6,1959,ST-5,ST-4,ST-2,ST-3B,ST-1,QS-023,QS-008,QS238,QS-071,QS-128,Tid-3,PCJ-05,PCJ-06,CJ30A,CJ30B,MP-2,MC-47,BH-4B,PV-26,TS-1,PP-7,PP-35,PV,TS-12,QS-19,TS-15,TS-16,JE-21,PP-5,MC-7,PP-8,PP-13,PP-12,PV-22,MS-02,MS-03,MC-01,MS-01,MC-F,EM-3,KMP-01,KMP-02,81JD029,81JD278,81JD013,81JD078,81JD202,86JD001,81JD279,86JD002,81JD217,81JD172,84Sg03,86JD006,PK226,PK230A,PK237B,PK221B,PK224,9EWPP-10,91SGPP-54A,97EWPP-16A,,,,,,
Cu,31.4,27.9,20.3,15.8,43,30.9,42.6,40.4,57.1,31.2,3.5,42.2,0.9,53.3,4.1,11.9,-0.3,75.6,36.9,4.9,16,11.7,51.7,24.1,0,30.1,11.9,11.3,5.1,8.9,9.5,5,28,29,10,15,29,16,5,6,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,35,46,42,,,,,,,,,,
Cu±,3.1,3.2,3,2.8,3.5,3.1,3.8,3.3,3.7,3.2,2,3.6,2.1,3.5,2.2,2.2,2.1,4.1,3.3,2.4,2.8,2.7,3.6,2.9,0,3.5,2.2,2.4,2.3,2.2,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zn,49.4,58.5,71.1,95.6,53.1,65.8,70.8,61.6,69.8,89.1,23.7,76,13.8,71.7,37.9,30.9,23.3,69.3,57.5,67.5,68.5,97,55.4,40.3,42.6,124,30.9,34.4,28.8,28,29.2,56,79,114,100,106,91,72,37,224,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,56,57,64,,,,,,,,,,
Zn±,3,3.1,3.3,3.6,3.2,3.2,3.7,3.1,3.4,3.6,2.1,3.6,2.1,3.1,2.8,2.4,2.1,3.5,3.1,3,3,3.5,3.3,2.9,2.3,4.4,2.4,2.7,2.6,2.4,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ga,16.2,16.5,21.3,23.6,18.6,19.3,20.6,18.5,19.9,24.2,20.9,19.2,19.3,20.3,23.2,20.8,20.5,17.3,19.5,29.8,23.4,25.8,19.7,18,25.2,27,20.8,18.3,18.4,19.6,17.7,17,17,22,23,22,17,16,20,39,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,15,14,14,,,,,,,,,,
Ga±,1.6,1.7,1.7,1.8,1.7,1.7,1.9,1.6,1.7,1.7,1.4,1.8,1.4,1.6,1.6,1.5,1.5,1.7,1.7,1.7,1.7,1.7,1.7,1.6,1.5,2.1,1.5,1.5,1.5,1.4,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
As,2.7,1.3,1.2,3.6,1.5,1.9,1.2,1.3,1.1,4.1,3.3,1.5,3.2,1.6,4,5.1,3.2,0.7,2.2,7.7,2.9,4.1,1.5,1.1,4.3,2.4,5.1,5.3,5.1,2.3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
As±,0.3,0.2,0.3,0.3,0.2,0.3,0.3,0.3,0.2,0.3,0.2,0.3,0.2,0.2,0.3,0.3,0.3,0.2,0.3,0.3,0.3,0.3,0.3,0.2,0.3,0.3,0.3,0.3,0.3,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pb,16.3,16.5,21.3,23.6,10,13.4,9.4,15.2,10.8,28.2,22.1,11.2,21.1,12.6,28.1,30.5,19.9,0,12.6,42.6,17.4,24.2,11.8,10,29.2,15.9,30.5,30.1,29.4,18.7,20.2,39,21,24,18,22,6,12,17,24,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.05,8.55,7.69,10.54,,,,,,,,,,
Pb±,1.3,1.2,1.3,1.5,1.3,1.3,1.3,1.3,1.2,1.5,1.2,1.3,1.2,1.2,1.3,1.4,1.2,0,1.3,1.5,1.3,1.4,1.3,1.2,1.3,1.5,1.4,1.4,1.4,1.2,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Th,12.1,0,0,8.7,0,0,0,0,0,10.4,17.9,0,16.4,0,14.7,17.6,14.6,0,0,24.5,10.3,8.9,0,0,21.6,0,17.6,17.9,17.5,15.6,15.9,13,3.5,6.7,8.7,11,2.9,6.2,7.9,14.5,9.3,11.5,11.9,2.2,6.8,15.2,1.9,6.1,,16,1.3,5.3,7.8,,,7.2,,,,13.5,,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.14,7.2,10.61,10.73,,,,,,,,,,
Th±,2.7,0,0,2.9,0,0,0,0,0,2.7,2.5,0,2.4,0,2.5,2.6,2.7,0,0,2.8,2.6,2.6,0,0,2.5,0,2.6,2.6,2.6,2.4,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rb,57.4,10.3,25.3,59.6,14.1,22.9,14.2,26.2,5.6,60,119.8,17.8,103.2,25.2,130,107.4,183.1,0,29.8,193.4,58.4,60,14.5,10.9,131.1,35.7,107.4,105.8,108.8,37,36.3,155,31.1,58,129,118,18.6,72,80.7,127,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.1,28.3,24.7,39.2,,,,,,,,,,
Rb±,1.8,1.3,1.5,1.8,1.4,1.5,1.5,1.5,1.3,1.8,1.9,1.5,1.8,1.4,2,1.9,2.3,0,1.5,2.3,1.7,1.7,1.4,1.3,2,1.7,1.9,1.9,1.9,1.4,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sr,266.3,262.3,334.7,224.3,318.9,391.2,486.9,407.8,251.6,346.1,41.4,351.5,40.9,493.3,47.7,209.3,1042.8,211.2,387.7,42.2,363.7,332.9,420.2,332,50.9,397.3,209.3,200.7,199.8,337.8,355.8,47,305,222.4,57.3,59.4,257,273.2,164,4,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,741,594,771,668,,,,,,,,,,
Sr±,2.9,3,3.4,2.8,3.3,3.5,4.2,3.6,3,3.2,1.5,3.5,1.5,3.8,1.5,2.4,5.1,2.8,3.5,1.6,3.2,3.1,3.7,3.2,1.5,3.8,2.4,2.4,2.4,2.9,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,30.4,28.1,32.1,55.5,32.1,32.2,32.9,30.5,35.5,74.4,45.3,35.5,35.9,33.4,36.1,22.3,52.4,28.8,31.9,124.9,45.8,89.3,30.3,39.3,49.2,55.9,22.3,21.9,19.3,23,29,34.8,24.8,46.6,46.9,41.1,36.2,29,35.9,119,36,75,72,35,33,34,31,45,51,40,37,23,,27,27,,36,53,27,26,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.74,32.11,19.59,19.33,,,,,,,,,,
Y±,2.3,2.2,2.3,2.4,2.3,2.2,2.4,2.3,2.3,2.5,2.1,2.4,2,2.2,2.1,2,2.3,2.3,2.2,2.6,2.3,2.5,2.3,2.2,2.1,2.6,2,2,2,1.9,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zr,125.5,106.4,139.5,310,124.3,155.6,139.7,198.7,149.4,276.9,180.2,170.9,164.3,184.7,194.4,137.5,242,11.4,201.5,414.9,265.6,277.6,130.1,136.5,265.2,244,137.5,143.1,142.4,140,131.9,230,114,240,313,346,130,190.1,171,1230,284,347,377,113,148,250,105,148,253,187,113,105,,127,146,,121,107,101,271,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,123,113,111,,,,,,,,,,
Zr±,2.8,2.8,3,3.6,3,3.1,3.3,3.2,3,3.4,2.5,3.3,2.5,3.1,2.6,2.5,3.2,2.9,3.2,3.4,3.3,3.3,3,2.9,2.8,3.7,2.5,2.6,2.6,2.6,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nb,6.1,5,5,9.8,3.8,0,7.5,8.7,3.6,12,10.8,8.5,12.6,11.6,14.6,7.1,10.6,0,13.3,33.3,8.8,11.9,8.9,3.6,13.9,18.2,7.1,8.7,9.6,6.4,6.7,9,7,12,13,14,9,10,10,64,9,25,30,17,21,40,21,22,50,52,18,19,,30,25,,24,20,24,27,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.75,8.28,7.54,7.55,,,,,,,,,,
Nb±,2.8,2.9,2.9,2.9,2.9,0,3.1,2.9,2.9,2.8,2.4,3.1,2.4,2.8,2.5,2.5,2.5,0,2.8,2.7,2.7,2.7,2.9,2.8,2.5,3.2,2.5,2.5,2.5,2.4,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cs,1.1,0,0,0,0,1.1,0,0,0,3.6,2.4,0,0,0,2.5,2.3,26.5,0,0,3,0,0,0,0,0,0,2.3,2.8,2,3.2,1.8,12.2,2.7,4.9,5.4,2.7,1.5,5.2,1.5,0.8,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.87,6.66,4.47,3.27,,,,,,,,,,
Cs±,1,0,0,0,0,0.9,0,0,0,1.2,1.1,0,0,0,1.1,1.2,1.8,0,0,1.1,0,0,0,0,0,0,1.2,1.2,1.2,1.4,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ba,339.9,145.6,372,695.5,219.8,317.7,179.5,340.7,174.8,751.7,474.5,243.9,451.8,376.1,557.7,769,1078.8,207.5,316.6,281.6,615.3,593.7,190.5,156.6,539.3,445.4,796,747,791.7,1174.4,1209.1,574,266,556.3,866,913,250,451.8,574,141,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1502,1255,1329,1070,,,,,,,,,,
Ba±,9.6,6.7,9.8,13.2,7.8,9.2,7.5,9.6,7.2,13.9,10.9,8.2,10.7,10.1,11.7,13.9,16.1,7.7,9.2,9.2,12.4,12.2,7.7,6.9,11.8,11,13.9,13.4,14,17,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La,9.6,0,14.4,30.6,9.6,6.9,10.1,14.3,9.9,50.6,28.2,10.3,21.4,23.7,25.4,27.9,20.3,0,20.4,86,19.4,35.1,11.1,0,29.1,19.1,27.9,19.9,21.3,17.6,11.9,27.3,12.9,25.1,13.4,31.3,15.3,17,29.4,48.3,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.42,25.86,28.01,28.09,,,,,,,,,,
La±,4.7,0,4.4,4.4,4.1,4.4,4.5,4.7,4.1,6.2,4.8,4.7,4.6,4.7,4.9,4.9,5.1,0,4.6,6.7,5.3,5.2,4.6,0,4.9,5.3,4.9,5.2,5.1,5.1,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ce,33.7,22,34.3,55.8,24.8,33.3,31.9,37.6,22.1,73.8,49.5,44.2,42.9,41.3,44.3,38,43.9,10.8,41.3,133.2,45.2,58.9,30.6,20.6,38.9,48.1,38,33,38.6,42.7,45.3,54,26,51.8,37.1,86.3,33.2,33.3,62.3,137,49.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.88,39.34,49.44,49.65,,,,,,,,,,
Ce±,3.9,3.5,3.9,4.5,3.5,3.8,3.8,3.9,3.5,4.9,4.2,4.1,4,4,4.1,4.1,4.6,3.4,3.9,6,4.4,4.4,3.8,3.6,4,4.6,4.1,4.1,4.2,4.4,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pr,0,13.9,0,0,5.5,0,0,8.3,0,24.7,8.3,0,21.7,8.1,0,0,0,0,0,31.4,29,0,0,11.7,7.4,0,0,0,17.3,0,13.5,6.4,3.77,7.39,3.74,9.14,5.33,4.78,7.75,19,6.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.85,4.86,5.55,5.51,,,,,,,,,,
Pr±,0,4.9,0,0,5.3,0,0,5.7,0,6.8,5.9,0,5.7,5.7,0,0,0,0,0,6.4,6.6,0,0,5.3,6.3,0,0,0,6.7,0,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nd,7.3,13.6,11,29.7,15.4,16.6,26.6,11.8,20,73.4,17,17.1,9,23.8,30.2,26.6,24.1,12.2,17.4,84.4,35.5,36.6,10.9,0,35.8,35,26.6,27.6,12.5,15.7,15.1,23.6,16.5,30.9,15.1,35.7,24.8,19.7,30,80.1,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.25,19.59,22.2,21.97,,,,,,,,,,
Nd±,5.4,5,5.5,6.2,5.1,5.4,5.3,5.5,4.9,6.9,5.7,5.4,5.5,5.4,5.8,5.9,6.2,5,5.4,6.8,6.2,6.2,5.4,0,5.8,6.3,5.9,6.1,6.1,6.6,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sm,7.6,0,0,6.8,0,0,3.5,0,2.3,0,0,0,0,0,0,0,0,0,0,20.2,4.8,3.6,2.6,10.3,16.6,0,0,3.5,2.4,11.3,0,5.1,4.1,7.2,3.7,9,6.6,4.7,6.8,20.9,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.08,4.51,4.84,4.84,,,,,,,,,,
Sm±,5.3,0,0,5.4,0,0,5.3,0,5.1,0,0,0,0,0,0,0,0,0,0,5.9,5.6,5.6,5.6,5.6,5.6,0,0,5.6,5.5,5.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
